model,beta,n_char,p,q,sigma_max,sigma_min,label,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.84,2.621941077090803,0.25650220843045307,0.7119005707440067,0.5132612570664923,0.25663062853324614,0.35595028537200335,12.59199999999987
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.85,3.0018087410583205,0.2815911394505873,0.7134315881995656,0.5070277518825292,0.2535138759412646,0.3567157940997828,12.379000000000133
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.86,3.0123808113651314,0.299304635357345,0.7400003356914703,0.49104467580693273,0.24552233790346636,0.37000016784573514,12.232999999999947
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.87,3.5180488065537845,0.37815124573105974,0.8668747502729657,0.5341839286306869,0.26709196431534343,0.43343737513648284,12.30600000000004
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.88,3.095535374993111,0.2945374561127662,0.8074729351338851,0.544317349291275,0.2721586746456375,0.40373646756694254,12.102999999999838
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.89,2.6916793497355203,0.24189380835259533,0.7297015876197998,0.537795455977336,0.268897727988668,0.3648507938098999,12.272000000000162
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.90,2.9280356827401848,0.2718820513891945,0.6903605811556874,0.4746320101583021,0.23731600507915104,0.3451802905778437,12.11999999999989
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.91,2.7256687621932945,0.25091732846024195,0.7291852882986041,0.5211507421885322,0.2605753710942661,0.36459264414930204,12.288999999999987
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.92,2.6622141153514987,0.2268479835582498,0.6540971906359588,0.4976778910078667,0.24883894550393335,0.3270485953179794,12.1400000000001
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.93,2.915530732896608,0.2874044657168621,0.7695521551663174,0.5243313522381776,0.2621656761190888,0.3847760775831587,12.217999999999847
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.94,2.7489250242292407,0.2516959173095241,0.7485270373976692,0.5363847811436417,0.26819239057182087,0.3742635186988346,12.313000000000102
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.95,3.087261004212257,0.30378744812839026,0.7925006114004464,0.5360485715973996,0.2680242857986998,0.3962503057002232,12.087999999999965
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.96,3.1948777032945266,0.32771061333238216,0.8618364966143406,0.5312106262797928,0.2656053131398964,0.4309182483071703,12.269000000000005
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.97,2.8555893818646334,0.27977256790129745,0.7718596413851531,0.5273159480010976,0.2636579740005488,0.38592982069257653,12.142000000000053
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.98,2.4204772070044185,0.2133333084987117,0.6357577143105245,0.492961051555976,0.246480525777988,0.31787885715526226,12.254999999999882
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.99,2.864923707562028,0.263254706689083,0.7461803710472539,0.5343179686597114,0.2671589843298557,0.37309018552362694,12.156000000000176
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.100,2.848501563892324,0.2870464617858822,0.7903760350225113,0.540488890593216,0.270244445296608,0.39518801751125565,12.25
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.101,2.7174624170679187,0.2473539680031142,0.6862278751584506,0.4829821075742721,0.24149105378713606,0.3431139375792253,12.266999999999825
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.102,2.4871313821006216,0.2165306162998845,0.6255324529008616,0.49924000214790815,0.24962000107395407,0.3127662264504308,12.105000000000018
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.103,2.918000664907857,0.279420874075088,0.7176391312104178,0.5142544429358894,0.2571272214679447,0.3588195656052089,12.277000000000044
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.104,2.938486792191708,0.28717276226941896,0.7609980478861876,0.5238452883136914,0.2619226441568457,0.3804990239430938,12.123000000000047
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.105,2.9894506718211624,0.29599991166742995,0.7566778293894176,0.5182637553897494,0.2591318776948747,0.3783389146947088,12.271999999999935
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.106,2.950924338211239,0.30558747894074106,0.7681017117371931,0.508115346416397,0.2540576732081985,0.38405085586859655,12.282000000000153
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.107,3.256908144508952,0.3305693652071913,0.8456484061811161,0.5534417690337388,0.2767208845168694,0.42282420309055807,12.120999999999867
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.108,3.1138000048728345,0.284772663178072,0.794175295021026,0.5374634249995013,0.26873171249975064,0.397087647510513,12.249000000000024
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.109,2.936754427607775,0.2730596175838117,0.7660681085301078,0.5214453255749013,0.26072266278745065,0.3830340542650539,12.142000000000053
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.110,2.8036424106118787,0.2551802096686667,0.7385561910939948,0.534362509182387,0.2671812545911935,0.3692780955469974,12.231999999999971
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.111,2.5535656420619044,0.20874461216613943,0.6457704751937691,0.48624325421435427,0.24312162710717714,0.32288523759688453,12.282999999999902
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.112,3.831504388073185,0.39566780994112216,0.9329870712867945,0.5404955561878457,0.27024777809392286,0.46649353564339724,12.094000000000051
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.113,2.7581273067466316,0.28123087441236594,0.7515222318996306,0.5112041507903514,0.2556020753951757,0.3757611159498153,12.288000000000011
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.114,3.3218814688800853,0.3411350345056813,0.9034378782269631,0.5518855121221071,0.27594275606105356,0.45171893911348154,12.139000000000124
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.115,2.6852312191702192,0.2242974064557838,0.6788643906055977,0.49830989179835505,0.24915494589917753,0.33943219530279883,12.286999999999807
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.116,3.0335644607608705,0.32280768879962995,0.8289151271490582,0.5413592653031276,0.2706796326515638,0.4144575635745291,12.143000000000029
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.117,2.37778974955467,0.1999392373778081,0.6589164181877122,0.5157794844920466,0.2578897422460233,0.3294582090938561,12.22700000000009
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.118,3.0906676562263846,0.3110877238157264,0.7987432349494968,0.5535868264902217,0.27679341324511086,0.3993716174747484,12.292999999999893
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.119,3.1703998708193097,0.29158308171696945,0.7801656205085369,0.5316754286944085,0.26583771434720427,0.39008281025426844,12.090000000000146
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.120,3.0895308129973222,0.2920029128804134,0.8028208144953143,0.5398226574177916,0.2699113287088958,0.40141040724765714,12.284999999999854
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.121,3.169892580427818,0.3218903083850229,0.7930845124376664,0.5349997840568154,0.2674998920284077,0.3965422562188332,12.147000000000162
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.122,3.137966660989376,0.3113802611135932,0.8123324107317824,0.5251913667229925,0.26259568336149625,0.4061662053658912,12.27299999999991
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.123,3.0164502117777117,0.29112511469141483,0.7169316505827353,0.49559543029533526,0.24779771514766763,0.35846582529136767,12.144000000000005
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.124,2.423963482128255,0.21077326226138637,0.6456260634537265,0.5015510428030792,0.2507755214015396,0.32281303172686326,12.296000000000049
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.125,3.093678954329409,0.3071519454314123,0.8461489269428306,0.5334429246268976,0.2667214623134488,0.4230744634714153,12.30399999999986
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.126,2.1887982367687755,0.1899064222428105,0.5403893182565317,0.43704867105118606,0.21852433552559303,0.27019465912826585,12.305000000000064
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.127,2.7965503412806676,0.2824293106237506,0.7396243986198939,0.5112374974111411,0.25561874870557055,0.36981219930994697,12.111000000000104
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.128,2.3978327357612916,0.20327387467879848,0.6756306365390629,0.5057853235310795,0.25289266176553976,0.33781531826953143,12.268000000000029
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.129,2.807037058532394,0.27616166902442335,0.7688418670540004,0.5291646494644475,0.26458232473222376,0.3844209335270002,12.152999999999793
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.130,2.7165879524415417,0.24125221197830463,0.6795940557004703,0.501681096824833,0.2508405484124165,0.33979702785023513,12.256000000000085
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.131,3.088224176931226,0.29636921982775183,0.7619128621806867,0.5039652599357918,0.2519826299678959,0.38095643109034333,12.144000000000005
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.132,2.7991232959016434,0.25780781363512656,0.7422644121387748,0.5200715560595771,0.26003577802978856,0.3711322060693874,12.243999999999915
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.133,2.482193488579377,0.24922182361377188,0.6533539976903844,0.4869871256798589,0.24349356283992946,0.3266769988451922,12.288000000000011
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.134,3.0444120597368243,0.30862154723943713,0.7710950808955259,0.5006319707261995,0.25031598536309974,0.38554754044776296,12.113000000000056
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.135,2.8419377805493555,0.2747008011172132,0.7324565775941494,0.504944224628753,0.2524721123143765,0.3662282887970747,12.29099999999994
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.136,2.646194190550643,0.25737432689650924,0.6322752847032381,0.4353681850897583,0.21768409254487914,0.31613764235161906,12.134999999999991
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.137,2.820420004063512,0.2825402667944816,0.7228978800319902,0.5010374724515382,0.2505187362257691,0.3614489400159951,12.238000000000056
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.138,3.0215638513394847,0.2917119621220962,0.8004777869601728,0.5278055093155226,0.2639027546577613,0.4002388934800864,12.142000000000053
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.139,3.432063301372811,0.34263299026012994,0.8919754486169319,0.5486514596910871,0.27432572984554354,0.44598772430846595,12.25
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.140,2.466199420384193,0.1942079304643789,0.6416344479415151,0.5021477381849715,0.25107386909248575,0.32081722397075757,12.302999999999884
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.141,2.469090478530338,0.2260889491903968,0.6040012669701174,0.4772285066245161,0.23861425331225805,0.3020006334850587,12.136000000000195
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.142,2.3860201122077123,0.19821631545969517,0.6641632677796054,0.5116342048711138,0.2558171024355569,0.3320816338898027,12.284999999999854
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.143,2.7791808166480667,0.2694443021869557,0.7763351731589309,0.5307416308882097,0.26537081544410485,0.38816758657946543,12.149000000000115
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.144,2.684640113430553,0.2703726782491193,0.7189834091915794,0.5192006461721432,0.2596003230860716,0.3594917045957897,12.248000000000047
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.145,3.601242410697203,0.37358397987123515,0.8852057071168181,0.5363792564220665,0.26818962821103326,0.44260285355840906,12.258999999999787
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.146,2.746123319120997,0.24456686245105463,0.6959914142713416,0.5032128495509209,0.25160642477546047,0.3479957071356708,12.105000000000018
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.147,3.137784466572272,0.3321398677547087,0.8399377602867159,0.5184621324480247,0.2592310662240124,0.4199688801433579,12.274000000000115
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.148,2.6696095059197518,0.2281520646717856,0.6914035766434078,0.5133971149711674,0.2566985574855837,0.3457017883217039,12.11999999999989
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.149,2.3115135826775695,0.20753290152587273,0.6495160955657828,0.49415093713974956,0.24707546856987478,0.3247580477828914,12.295000000000073
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.150,2.3096268639301485,0.20786094632366184,0.6401531061702418,0.5090030157103128,0.2545015078551564,0.3200765530851209,12.319999999999936
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.151,2.828018118113057,0.28261356637143475,0.7045149368924899,0.49078073805689587,0.24539036902844794,0.35225746844624495,12.123000000000047
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.152,2.931182664523524,0.27648124750321584,0.727269459439553,0.5017882520636558,0.2508941260318279,0.3636347297197765,12.274000000000115
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.153,2.814431494716507,0.2671102932365467,0.7127596889895651,0.5158089915076329,0.25790449575381647,0.35637984449478255,12.31399999999985
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.154,2.5819348128032042,0.2558039071852941,0.7254734460494656,0.5203729665234778,0.2601864832617389,0.3627367230247328,12.075000000000045
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.155,2.6946973850082103,0.26959794208215565,0.7169214285303478,0.5308042011439236,0.2654021005719618,0.3584607142651739,12.256000000000085
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.156,2.812216359196006,0.2780997038298396,0.7248715348401491,0.49241598317984697,0.24620799158992349,0.36243576742007455,12.115000000000009
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.157,2.6013252505714144,0.2308618590071069,0.6768973996075598,0.5167135856904526,0.2583567928452263,0.3384486998037799,12.286999999999807
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.158,2.561319346068976,0.24666987534657817,0.6513532538521806,0.4910962135463499,0.24554810677317496,0.3256766269260903,12.285000000000082
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.159,2.567716726881909,0.22595448034943655,0.6519537551315908,0.5004402623236529,0.25022013116182645,0.3259768775657954,12.104000000000042
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.160,3.031810133211997,0.3025989212022852,0.7692374180826025,0.4949996655339865,0.24749983276699325,0.38461870904130124,12.258000000000038
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.161,2.699508548291899,0.22261302441227485,0.6492391082791158,0.49587846858821477,0.24793923429410739,0.3246195541395579,12.155999999999949
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.162,2.2234207260519514,0.18935872697044634,0.6089109894751963,0.46598925934709523,0.23299462967354762,0.30445549473759814,12.294000000000096
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.163,2.4139104041477544,0.19699672263758333,0.6676110506821615,0.5250075581194312,0.2625037790597156,0.33380552534108077,12.252999999999929
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.164,2.9078922945623633,0.2750867704744227,0.7350713881047939,0.5215846594389625,0.26079232971948124,0.36753569405239694,12.151000000000067
aitchison-model-alpha,beta_sd_1,20,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.165,2.6901881245156636,0.24533473228305108,0.7129125572493836,0.5062943206365724,0.2531471603182862,0.3564562786246918,12.362999999999829
