model,beta,n_char,p,q,sigma_max,sigma_min,label,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.147,3.3635510906732935,0.33397436515799905,0.8585174398255548,0.5507475228174961,0.27537376140874803,0.4292587199127774,0.2219999999999942
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.148,3.182997638061775,0.3272988565175184,0.8448483050031895,0.5508071755057345,0.2754035877528673,0.42242415250159476,0.22400000000000375
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.149,2.732326168935175,0.23345164311750993,0.7165943260314444,0.5236506690956759,0.26182533454783796,0.3582971630157222,0.2359999999999971
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.150,2.895571047002145,0.2569874443769482,0.7575334718706235,0.5415261631498868,0.2707630815749434,0.37876673593531174,0.23900000000000432
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.151,2.953574874608322,0.29522690954999503,0.8152157524357218,0.5557056789561656,0.2778528394780828,0.4076078762178609,0.2259999999999991
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.152,2.795921569067584,0.24653639423846113,0.7105631635286076,0.5158063718358524,0.2579031859179262,0.3552815817643038,0.232999999999997
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.153,3.02872286021615,0.29911910129539954,0.8075458815087229,0.554628075197888,0.277314037598944,0.40377294075436143,0.21999999999999886
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.154,3.251085772461026,0.3162836560083797,0.7841996363163373,0.5133120341474169,0.25665601707370844,0.39209981815816863,0.22500000000000142
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.155,3.1876999220006836,0.31961314573900423,0.8520081544827997,0.5644845725571617,0.28224228627858083,0.4260040772413998,0.21999999999999886
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.156,2.9758068834622824,0.28739834760777305,0.8077977140732869,0.5557425623541451,0.27787128117707255,0.40389885703664347,0.23499999999999943
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.157,3.098853818276629,0.2945899794220446,0.8195873435563831,0.5480062763708858,0.2740031381854429,0.40979367177819154,0.22500000000000142
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.158,2.604426859128228,0.22934595685171527,0.7134937139399173,0.5376688553695004,0.2688344276847502,0.35674685696995867,0.22399999999999665
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.159,2.5186835448113842,0.22618145926680713,0.6493252560077132,0.5122872601290974,0.2561436300645487,0.3246626280038566,0.21699999999999875
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.160,2.709452218933881,0.24687197844492045,0.7250232655160976,0.5427429103814048,0.2713714551907024,0.3625116327580488,0.21800000000000352
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.161,3.163173979136137,0.30128620107993537,0.8190875716257839,0.5557452599570876,0.2778726299785438,0.40954378581289197,0.22499999999999432
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.162,3.0051063480996683,0.2881449830476684,0.8057524696145683,0.5626234626432688,0.2813117313216344,0.40287623480728413,0.22000000000000597
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.163,2.622528388127059,0.2442849243827654,0.714163286607108,0.5290519224055895,0.26452596120279476,0.357081643303554,0.2289999999999992
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.164,2.6195494419118273,0.2215930757298125,0.6820457672018929,0.5369885138865731,0.26849425694328655,0.34102288360094646,0.2220000000000013
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.165,3.1155911785802965,0.3048988702013021,0.819835007223225,0.5427426191381793,0.27137130956908967,0.4099175036116125,0.22699999999999676
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.166,3.412166311258437,0.32993124156773956,0.8479635638157037,0.5461077976174087,0.27305389880870434,0.42398178190785185,0.2259999999999991
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.167,3.2217352314490495,0.3260883459305773,0.8282083178809063,0.54240061153369,0.271200305766845,0.41410415894045316,0.21999999999999886
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.168,2.581697591848906,0.2389894812296374,0.6911142364327808,0.5248115801693354,0.2624057900846677,0.3455571182163904,0.2740000000000009
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.169,2.9269928623334893,0.2664334783753699,0.7674952646854764,0.5453101386479292,0.2726550693239646,0.3837476323427382,0.2330000000000041
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.170,2.5492095225897122,0.2259705546236391,0.7093648266465743,0.5325739479550372,0.2662869739775186,0.35468241332328715,0.22799999999999443
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.171,2.97465452198467,0.29346030904298154,0.7828760265464864,0.5516549769479508,0.2758274884739754,0.3914380132732432,0.22100000000000364
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.172,2.912504527903449,0.2584571222272715,0.7677654309095941,0.551782433128151,0.2758912165640755,0.3838827154547971,0.22399999999999665
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.173,3.0794850140199026,0.28567121533346307,0.7875165775831315,0.5414370323508573,0.27071851617542864,0.39375828879156577,0.22000000000000597
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.174,2.4945980654330278,0.2188302076056534,0.6875733118412837,0.529277555617292,0.264638777808646,0.34378665592064184,0.21999999999999886
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.175,3.024481101564049,0.28768123104474486,0.796933141898989,0.5450894184485986,0.2725447092242993,0.3984665709494945,0.2259999999999991
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.176,2.544428255045565,0.2196133730290711,0.6870258888306556,0.5251457805259158,0.2625728902629579,0.3435129444153278,0.22500000000000142
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.177,2.5610146014261095,0.22675099600951112,0.6869252214540733,0.5219204899257008,0.2609602449628504,0.34346261072703665,0.22399999999999665
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.178,2.6090528105123805,0.23799943262039586,0.700162148805886,0.5174495302493718,0.2587247651246859,0.350081074402943,0.21699999999999875
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.179,2.30431311544965,0.1892612046602613,0.6240079171325128,0.5090279799500905,0.25451398997504526,0.3120039585662564,0.2220000000000013
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.180,2.6841879058927325,0.26392295288068207,0.7249733183656891,0.5249668255555053,0.26248341277775267,0.36248665918284456,0.2259999999999991
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.181,2.6653831293091157,0.23750485173698221,0.6932801644289631,0.5288434887744383,0.26442174438721916,0.34664008221448156,0.25900000000000034
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.182,2.6778141280527907,0.2545493257662806,0.7468092822303937,0.5371408611567559,0.26857043057837793,0.37340464111519683,0.24900000000000233
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.183,2.7912148556172007,0.2509090669958121,0.7287024275486415,0.5319386876667895,0.26596934383339477,0.3643512137743207,0.25199999999999534
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.184,2.912101398947936,0.2720950743934366,0.763200028895742,0.5436923882365448,0.2718461941182724,0.381600014447871,0.2330000000000041
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Multinomial MLE,r1.185,3.100469852422873,0.31526987426083913,0.8388857886809848,0.5528429956990033,0.27642149784950165,0.4194428943404924,0.26200000000000045
