model,beta,n,p,q_char,sigma_max,sigma_min,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.81,13.244095610947603,0.5805477032171632,NA,NA,NA,NA,8.523000000000025
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.82,12.575936960437891,0.48296274537716827,NA,NA,NA,NA,9.674999999999955
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.83,12.391691877453859,0.46644555899690415,NA,NA,NA,NA,8.210000000000036
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.84,12.736463773102962,0.49562928016403884,NA,NA,NA,NA,9.006999999999948
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.85,13.088356259885606,0.5559985901077176,NA,NA,NA,NA,8.541000000000054
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.86,13.703168879400053,0.6005864047131305,NA,NA,NA,NA,6.448999999999955
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.87,12.981093374489516,0.5195316350941119,NA,NA,NA,NA,9.855999999999995
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.88,13.914321621530423,0.59765012947999,NA,NA,NA,NA,9.00100000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.89,13.10875148624754,0.5255335502173956,NA,NA,NA,NA,7.682999999999993
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.90,12.953342982401473,0.5028333871128322,NA,NA,NA,NA,8.487999999999943
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.91,12.913894386278425,0.508619584731789,NA,NA,NA,NA,7.463000000000079
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.92,12.764277617177122,0.5143932621466201,NA,NA,NA,NA,8.77699999999993
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.93,13.47194406262121,0.5574106949934396,NA,NA,NA,NA,8.686000000000035
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.94,12.684722339144331,0.47747114453622713,NA,NA,NA,NA,7.191000000000031
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.95,11.959303797320839,0.4305048787237028,NA,NA,NA,NA,9.059999999999945
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.96,13.695254951467284,0.5598913719054897,NA,NA,NA,NA,8.34699999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.97,14.194866449556272,0.6261738510171964,NA,NA,NA,NA,7.288999999999987
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.98,12.469324564864147,0.4998853658344658,NA,NA,NA,NA,7.974000000000046
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.99,13.500893016406305,0.5828934193548292,NA,NA,NA,NA,7.614000000000033
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,iNEXT,r1.100,12.580263538935778,0.4768074515446568,NA,NA,NA,NA,8.992999999999938
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.1,12.913828294928571,0.5268175652566714,1.2210108524221202,0.6853904628118235,0.34269523140591174,0.6105054262110601,3.8329999999999997
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.2,12.91204979018214,0.5272081949682011,1.2199422053340185,0.6816824368792461,0.34084121843962306,0.6099711026670093,0.12199999999999989
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.3,13.271726440643034,0.5546281744132651,1.2365191424351967,0.6859896843967653,0.34299484219838267,0.6182595712175983,0.11899999999999977
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.4,12.369631292041413,0.4757559367709027,1.1502093899499841,0.6753820312066564,0.3376910156033282,0.5751046949749921,0.0990000000000002
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.5,13.02091786105817,0.5322132944160048,1.229001125533739,0.6817932715399063,0.34089663576995316,0.6145005627668695,0.09500000000000064
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.6,13.450692279950449,0.580898487823391,1.2908045422761583,0.6822667061924731,0.34113335309623655,0.6454022711380791,0.10299999999999976
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.7,13.258932229831581,0.5590129661633058,1.2821656582646443,0.6816662498957592,0.3408331249478796,0.6410828291323222,0.10400000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.8,13.41983654431185,0.5629323946055632,1.2728986680725634,0.68365141741039,0.341825708705195,0.6364493340362817,0.11099999999999977
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.9,15.051553536011484,0.7408297268995029,1.4839446987134626,0.6733092005978667,0.33665460029893335,0.7419723493567313,0.08699999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.10,13.908095746788542,0.6041434481663066,1.345357752288286,0.6832963495387288,0.3416481747693644,0.672678876144143,0.09100000000000019
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.11,13.8074204259953,0.5928850215701544,1.3015353222651094,0.6774868742682777,0.33874343713413885,0.6507676611325547,0.08900000000000041
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.12,12.70105372669407,0.5067292745576605,1.1729688371011575,0.682446345790956,0.341223172895478,0.5864844185505788,0.10499999999999954
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.13,12.600401870943013,0.474052469480914,1.1526868446361795,0.6653060963688394,0.3326530481844197,0.5763434223180898,0.09499999999999975
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.14,14.79146018336484,0.7308935716201751,1.4501251292480455,0.6775205275804147,0.33876026379020735,0.7250625646240227,0.09600000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.15,13.423398616444493,0.5579235183074618,1.2793023514283217,0.6820263495692499,0.34101317478462495,0.6396511757141609,0.09600000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.16,14.078012659485927,0.6570928666842177,1.3897849742236237,0.6830469473484432,0.3415234736742216,0.6948924871118118,0.11300000000000043
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.17,12.866788890965658,0.4896953632476301,1.16233381979853,0.6775800064895823,0.33879000324479114,0.581166909899265,0.08999999999999986
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.18,13.428006795358094,0.5622629626619023,1.2727520495949851,0.6827501851071036,0.3413750925535518,0.6363760247974926,0.08099999999999952
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.19,13.638870104052105,0.5946083721030926,1.3023991113585092,0.6797239126563641,0.33986195632818206,0.6511995556792546,0.08400000000000052
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.20,13.311981785933579,0.5803552776668386,1.2744535775463943,0.6828986083912177,0.34144930419560887,0.6372267887731972,0.07500000000000018
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.21,13.297810153916178,0.542339223379291,1.255193502867265,0.6839957659064321,0.34199788295321604,0.6275967514336325,0.08499999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.22,12.37040170762871,0.45646476780710865,1.123382093516992,0.6668702044615274,0.3334351022307637,0.561691046758496,0.07699999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.23,13.426891246391728,0.5599353338102658,1.2452538718543198,0.6827901888035527,0.34139509440177634,0.6226269359271599,0.07899999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.24,12.950864625745718,0.528028953508823,1.2463762423621139,0.6724102065516523,0.33620510327582614,0.6231881211810569,0.07899999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.25,13.71121571290601,0.6051530970311806,1.3160607404906737,0.6806698340913578,0.3403349170456789,0.6580303702453368,0.08300000000000018
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.26,11.764275980603506,0.4560908310227238,1.0952308542998421,0.6685172488727388,0.3342586244363694,0.5476154271499211,0.07699999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.27,13.536299425695695,0.6013255236509659,1.287755100442738,0.6739390778808787,0.33696953894043935,0.643877550221369,0.08000000000000007
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.28,13.235831300144895,0.5516658513002395,1.2612170295316927,0.6825707719669559,0.34128538598347796,0.6306085147658463,0.07899999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.29,12.918253568699285,0.5016986385670809,1.182520266669617,0.6762134345502409,0.3381067172751204,0.5912601333348085,0.09299999999999997
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.30,12.595704639329735,0.4888897383864911,1.1758854608482718,0.6790691831526884,0.3395345915763442,0.5879427304241359,0.08800000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.31,13.375324428150417,0.562349950543839,1.2597077545834283,0.6816697319193156,0.3408348659596578,0.6298538772917142,0.08499999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.32,13.53138104775358,0.5772370835599114,1.2892415850487902,0.6819011755571746,0.3409505877785873,0.6446207925243951,0.07599999999999962
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.33,13.311762262204914,0.5507408067084705,1.2347629954459627,0.678386815624759,0.3391934078123795,0.6173814977229813,0.08500000000000085
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.34,12.942327031580739,0.5356168619164485,1.2126172656104541,0.6680076405806283,0.33400382029031417,0.6063086328052271,0.0829999999999993
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.35,12.888151866313228,0.5163123859702415,1.1856202793854416,0.6784464621211191,0.33922323106055957,0.5928101396927208,0.0730000000000004
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.36,13.186339137327604,0.5456446419017453,1.215960901149621,0.6741722324067603,0.33708611620338014,0.6079804505748105,0.08399999999999963
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.37,13.301288590906143,0.5802720860111931,1.269889639142258,0.6766797975172055,0.33833989875860276,0.634944819571129,0.08800000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.38,13.037712077605718,0.5399062730251363,1.2150388858758852,0.6710857380388797,0.33554286901943986,0.6075194429379426,0.08300000000000018
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.39,12.067499867549348,0.4662892480631143,1.1044518949132032,0.6693327216946227,0.33466636084731133,0.5522259474566016,0.08899999999999952
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.40,12.958568582525933,0.5487624101902685,1.2309221125792615,0.6765419869921541,0.33827099349607703,0.6154610562896308,0.08800000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.41,13.789152200900045,0.5961481714228368,1.2930309606577308,0.6676470650783813,0.33382353253919067,0.6465154803288654,0.08900000000000041
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.42,12.897026767657355,0.5214325757103576,1.2032344003696362,0.6811137517017692,0.3405568758508846,0.6016172001848181,0.09100000000000019
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.43,14.020344622018083,0.610844294082249,1.358220081618809,0.6859799613575794,0.3429899806787897,0.6791100408094045,0.08999999999999986
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.44,13.691259110750487,0.6057193979338658,1.3040649599654792,0.6669822346697987,0.33349111733489933,0.6520324799827396,0.10499999999999954
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.45,14.013280341284117,0.620055462722305,1.3453255710705323,0.6810137838458614,0.3405068919229307,0.67266278553526615,0.10999999999999943
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.46,14.532489896320635,0.6964105151041191,1.4187612014204425,0.6812239776140804,0.3406119888070402,0.7093806007102212,0.09500000000000064
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.47,13.688438072147541,0.6134810936785655,1.3066049412148524,0.6743554229032301,0.33717771145161507,0.6533024706074262,0.07600000000000051
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.48,13.505538259512244,0.5677181985335087,1.2900236652495984,0.6864670347699425,0.34323351738497127,0.6450118326247992,0.07199999999999918
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.49,12.976125392915309,0.5237924656105741,1.193586728716825,0.6733297267152883,0.3366648633576442,0.5967933643584125,0.0840000000000014
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.50,14.142416735337951,0.6315629675942721,1.3420592694616156,0.6731326822390705,0.33656634111953526,0.6710296347308078,0.08699999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.51,13.704820992004457,0.5863075652652,1.2996592782054022,0.6787658202417544,0.3393829101208772,0.6498296391027011,0.07899999999999885
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.52,13.829608524353318,0.6029903393389406,1.3178782935300528,0.6744173252383807,0.33720866261919036,0.6589391467650264,0.08500000000000085
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.53,13.704865407740753,0.581383102376095,1.2814767857069638,0.6654166102027597,0.33270830510137983,0.6407383928534819,0.09600000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.54,12.819194274973048,0.5115645946298062,1.1567354989713523,0.6641468318862069,0.33207341594310347,0.5783677494856762,0.09200000000000053
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.55,13.224944608830722,0.5210144305633894,1.186912946907796,0.6728616125575656,0.3364308062787828,0.593456473453898,0.07699999999999818
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.56,13.153641043975759,0.5401334350056619,1.2535240272952186,0.6870593054296064,0.3435296527148032,0.6267620136476093,0.07800000000000118
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.57,14.187652078987917,0.6487568865095313,1.400572154439843,0.6831425956898636,0.3415712978449318,0.7002860772199215,0.08300000000000018
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.58,12.786678599325938,0.4933449921682971,1.1726073452669166,0.6739480228798433,0.3369740114399217,0.5863036726334583,0.08999999999999986
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.59,12.839891240831404,0.502756916678267,1.2051056861051472,0.6827862828710354,0.3413931414355177,0.6025528430525736,0.06799999999999962
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.60,13.93828594222265,0.5871516946183699,1.3009091930081131,0.6737817196430068,0.3368908598215034,0.6504545965040566,0.07099999999999973
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.61,13.108421555873715,0.5631724282287534,1.2382034661302335,0.6825905018684433,0.34129525093422164,0.6191017330651167,0.07200000000000095
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.62,15.038795032997896,0.7309572075147304,1.5004304066054657,0.6751236826688719,0.33756184133443595,0.7502152033027328,0.06700000000000017
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.63,13.66176234655889,0.5901071314667551,1.307916692616153,0.6817891392804282,0.3408945696402141,0.6539583463080765,0.07899999999999885
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.64,13.904313936539223,0.601578725726841,1.3222408887051007,0.680381480435944,0.340190740217972,0.6611204443525504,0.08000000000000007
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.65,13.741121727278504,0.6123190789120937,1.3243938258971626,0.6745576882764271,0.3372788441382136,0.6621969129485813,0.06700000000000017
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.66,12.790451934797956,0.4911116503420301,1.16284707003077,0.657494972743905,0.3287474863719525,0.581423535015385,0.06700000000000017
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.67,13.027021497374887,0.5270020984429893,1.1877361141008465,0.6733066267259477,0.3366533133629738,0.5938680570504232,0.07699999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.68,13.91798563398592,0.5941191457382746,1.3297475830675463,0.6815890510287903,0.34079452551439515,0.6648737915337731,0.06900000000000084
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.69,12.528806865320108,0.4827255770161299,1.1491530966656824,0.6846217025479105,0.3423108512739553,0.5745765483328412,0.0779999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.70,12.388519806662583,0.4107481958633828,1.0669670677557386,0.6736014348709413,0.33680071743547063,0.5334835338778693,0.07000000000000028
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.71,13.429682253399681,0.5598405692315873,1.2399016202961979,0.6776292820033271,0.33881464100166353,0.6199508101480989,0.07699999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.72,13.518117833298483,0.5586222881166044,1.2552984572676793,0.6747719247246122,0.3373859623623061,0.6276492286338397,0.07000000000000028
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.73,13.099792150894798,0.5204050774216107,1.2130341732499836,0.6731816587830023,0.33659082939150115,0.6065170866249918,0.06899999999999906
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.74,13.247876680532524,0.5265489768245076,1.2340489878338559,0.681492993186913,0.3407464965934565,0.6170244939169279,0.06799999999999962
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.75,13.735337108338307,0.5692838830616297,1.3022199943292625,0.6845412206821454,0.3422706103410727,0.6511099971646312,0.07800000000000118
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.76,13.840975933253345,0.6054476544195871,1.3021311873459096,0.6731658999395267,0.33658294996976335,0.6510655936729548,0.06899999999999906
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.77,12.91117017785358,0.5220504972979185,1.190172863707931,0.6748528447498798,0.3374264223749399,0.5950864318539655,0.07000000000000028
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.78,14.152061171207142,0.6443747216408725,1.3811415169873216,0.6769124708159358,0.3384562354079679,0.6905707584936608,0.07600000000000051
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.79,14.122873247837022,0.6565413301564227,1.405053480103817,0.6882026818802935,0.34410134094014677,0.7025267400519085,0.09499999999999886
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.80,13.502587336306593,0.5863077569783163,1.2755463023999263,0.6783549938121489,0.33917749690607446,0.6377731511999631,0.0710000000000015
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.81,13.244901912572203,0.5805430594100823,1.257335552110623,0.6838972698837669,0.34194863494188343,0.6286677760553115,0.06999999999999851
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.82,12.57677291145271,0.4828695111541309,1.167584638839674,0.6771782015146235,0.33858910075731175,0.583792319419837,0.0730000000000004
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.83,12.392164096628425,0.46636786709731964,1.1212431657234563,0.6806206627913338,0.3403103313956669,0.5606215828617281,0.0730000000000004
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.84,12.737174799998117,0.4955709042240766,1.1953796470952502,0.6783359961038785,0.33916799805193926,0.5976898235476251,0.0779999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.85,13.089261166245924,0.5558551449630399,1.237273620416166,0.6762908967133823,0.33814544835669114,0.618636810208083,0.07099999999999973
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.86,13.703772249134909,0.600703200730412,1.3026792925915847,0.6549514215997324,0.3274757107998662,0.6513396462957923,0.06800000000000139
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.87,12.981516630008764,0.519523556737415,1.198591033326747,0.6742482170162454,0.3371241085081227,0.5992955166633736,0.06799999999999962
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.88,13.914819274676757,0.5975999387464457,1.3246796739289246,0.6787424695718433,0.3393712347859216,0.6623398369644623,0.0730000000000004
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.89,13.109022189322038,0.5254507079833393,1.2150222171378975,0.6826898220209795,0.34134491101048975,0.6075111085689487,0.06899999999999906
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.90,12.95375822808519,0.5028968833519628,1.2001884469874156,0.6792196406179272,0.3396098203089636,0.6000942234937078,0.0730000000000004
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.91,12.914132782289593,0.5085424749173904,1.2151525779917802,0.6715235253268347,0.33576176266341734,0.6075762889958901,0.06899999999999906
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.92,12.765061153083865,0.5143860780177132,1.1675930713685378,0.6682674693407548,0.3341337346703774,0.5837965356842689,0.07699999999999996
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.93,13.473270009513696,0.5574669650135019,1.281407940883746,0.6750433550545354,0.3375216775272677,0.640703970441873,0.0710000000000015
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.94,12.684599330362696,0.47739491153024727,1.189464684230927,0.6823867934530269,0.34119339672651344,0.5947323421154636,0.06700000000000017
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.95,11.959492192658946,0.430535808699372,1.0771848038621799,0.6748892540470312,0.3374446270235156,0.5385924019310899,0.0669999999999984
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.96,13.695630625476626,0.5598891409079897,1.293625783186644,0.6804229935701953,0.34021149678509766,0.646812891593322,0.07600000000000051
aitchison-model-alpha,beta_sd_1,n_20,p_2,100,sigma_max_5,sigma_min_0.01,Multinomial MLE,r1.97,14.195551816084564,0.626253340136318,1.3344885069097616,0.6690430831373898,0.3345215415686949,0.6672442534548808,0.06700000000000017
