name,label,n,sigma_max,sigma_min,p,q,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.46,4.173434406599036,0.4435382319321547,NA,NA,NA,NA,5.106999999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.47,3.7170776699358097,0.3852033566645264,NA,NA,NA,NA,3.8389999999999986
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.48,4.33941085748744,0.4662235800441395,NA,NA,NA,NA,4.53400000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.49,3.986106746420525,0.4340996544555946,NA,NA,NA,NA,4.689999999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.50,3.7753593292030585,0.3873829506703408,NA,NA,NA,NA,3.798999999999978
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.51,4.174265691610696,0.4408400706854829,NA,NA,NA,NA,4.265000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.52,4.009253914563768,0.41147871480468917,NA,NA,NA,NA,6.079999999999984
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.53,3.933815568497129,0.4160144841343721,NA,NA,NA,NA,5.6650000000000205
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.54,3.736962175208996,0.39978767960681955,NA,NA,NA,NA,3.7779999999999916
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.55,3.7219638714166114,0.39095327010034325,NA,NA,NA,NA,4.6299999999999955
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.56,3.2102520306777738,0.3071074568364759,NA,NA,NA,NA,4.51400000000001
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.57,3.7132928155212936,0.36536223596206696,NA,NA,NA,NA,4.420999999999992
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.58,4.013447383672239,0.4185836521067858,NA,NA,NA,NA,3.988999999999976
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.59,3.846857431969396,0.3983527800210697,NA,NA,NA,NA,3.9220000000000255
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.60,3.932117748942817,0.441344586080676,NA,NA,NA,NA,4.120999999999981
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.61,4.264329303888611,0.4787007490220343,NA,NA,NA,NA,4.1860000000000355
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.62,3.927254268439709,0.4272194900595455,NA,NA,NA,NA,4.919999999999959
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.63,3.6662619681616815,0.38281940133304554,NA,NA,NA,NA,4.5020000000000095
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.64,3.9903620117196015,0.42244204850845213,NA,NA,NA,NA,5.131000000000029
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.65,3.688675940017056,0.3742011176401673,NA,NA,NA,NA,4.1510000000000105
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.66,3.6828586312941867,0.3913117980076654,NA,NA,NA,NA,4.8489999999999895
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.67,3.645345396482399,0.3760487531255232,NA,NA,NA,NA,4.990000000000009
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.68,4.078022471736449,0.4279417604925125,NA,NA,NA,NA,4.242999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.69,4.269312540423695,0.4444428072636993,NA,NA,NA,NA,4.13900000000001
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.70,3.403255504491822,0.3287599557941804,NA,NA,NA,NA,4.826999999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.71,4.116829454941699,0.4715468948329376,NA,NA,NA,NA,5.029999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.72,3.718907056432326,0.37899046169977524,NA,NA,NA,NA,3.160000000000025
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.73,4.182577946149159,0.45647250999596894,NA,NA,NA,NA,4.474999999999966
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.74,4.279474265186911,0.4699440420196775,NA,NA,NA,NA,5.375
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.75,3.8301229217275448,0.39080915114065345,NA,NA,NA,NA,5.199000000000012
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.76,4.283626861629967,0.46654135605925173,NA,NA,NA,NA,4.562999999999988
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.77,3.9570499702596234,0.39349109942334287,NA,NA,NA,NA,3.5470000000000255
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.78,3.7451966127154956,0.39638300847927754,NA,NA,NA,NA,3.544999999999959
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.79,3.8777530005848244,0.4020488749713839,NA,NA,NA,NA,4.270000000000039
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.80,3.4979518291538745,0.3524198926524734,NA,NA,NA,NA,4.927999999999997
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.81,3.711060005611242,0.38058997223570223,NA,NA,NA,NA,3.9769999999999754
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.82,3.9774940485956956,0.4207362628560063,NA,NA,NA,NA,4.90500000000003
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.83,3.5233278020695953,0.3637090219914528,NA,NA,NA,NA,4.11099999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.84,4.092779822039478,0.4481106728770743,NA,NA,NA,NA,4.742999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.85,3.8735220594129514,0.4073226909202361,NA,NA,NA,NA,5.458000000000027
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.86,4.222002477441669,0.4629803718922969,NA,NA,NA,NA,2.8179999999999836
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.87,3.9040752514458363,0.41251422477969124,NA,NA,NA,NA,4.11099999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.88,3.52642580811654,0.35643451480937793,NA,NA,NA,NA,4.363999999999976
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.89,4.475517990200561,0.49545950773414255,NA,NA,NA,NA,5.992000000000019
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.90,4.0368134568817275,0.44334817269669724,NA,NA,NA,NA,4.1059999999999945
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.91,3.9731273331714254,0.4269733037177934,NA,NA,NA,NA,4.22199999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.92,3.9289272782667335,0.4272386401429749,NA,NA,NA,NA,3.5439999999999827
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.93,4.437784049362766,0.5020647968095513,NA,NA,NA,NA,4.629000000000019
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.94,3.5865388934508866,0.3656633478454555,NA,NA,NA,NA,4.798999999999978
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.95,4.679044032010765,0.5485246047784802,NA,NA,NA,NA,4.593000000000018
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.96,3.0766099634410544,0.27693257117058295,NA,NA,NA,NA,5.242000000000019
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.97,4.0844529192148435,0.43765161726749807,NA,NA,NA,NA,3.8759999999999764
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.98,3.673743895309269,0.37956625553568224,NA,NA,NA,NA,4.004000000000019
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.99,3.888977371307434,0.40067291826245915,NA,NA,NA,NA,4.477000000000032
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,inext,r1.100,4.154426415239975,0.44594753454105773,NA,NA,NA,NA,4.262999999999977
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.1,4.125479203504889,0.4351991667590751,0.9969835390689576,0.6160803022804439,0.30804015114022193,0.4984917695344788,3.9119999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.2,3.62232042185232,0.3684515370590037,0.9451970884552147,0.6243921496715212,0.3121960748357606,0.47259854422760733,0.09800000000000075
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.3,4.063316999215586,0.43225652405507226,1.0177803510812564,0.6108425767191352,0.3054212883595676,0.5088901755406282,0.0959999999999992
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.4,4.2172866943376865,0.47850144887197116,1.0769370690529851,0.6273239106369352,0.3136619553184676,0.5384685345264926,0.11700000000000088
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.5,3.7329952320025668,0.3785735006451403,0.981622409843513,0.6273912856329089,0.31369564281645446,0.4908112049217565,0.097999999999999865
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.6,4.7342805007025115,0.5383743515223083,1.2283625367369229,0.659876648634446,0.329938324317223,0.6141812683684614,0.10199999999999942
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.7,4.6032655482242,0.5277017122651638,1.1069894533608524,0.6022885904576942,0.3011442952288471,0.5534947266804262,0.1070000000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.8,4.331754150025762,0.46439277641887633,1.09662463303922,0.6281240929295272,0.3140620464647636,0.54831231651961,0.1070000000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.9,3.3403546056062057,0.3557866414556797,0.8927391957760459,0.5941401492583912,0.2970700746291956,0.44636959788802294,0.10099999999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.10,3.57473414366316,0.3566101102283938,0.9374642237461842,0.6172466927926658,0.3086233463963329,0.4687321118730921,0.09600000000000009
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.11,3.9320756025656136,0.42626545500660235,1.0207408247834393,0.6246148328936165,0.31230741644680826,0.5103704123917197,0.10899999999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.12,4.329439729124223,0.5003998982754518,1.1255245863665355,0.6393772348290877,0.31968861741454385,0.5627622931832678,0.09600000000000009
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.13,3.9467564519100304,0.42120536125937935,1.0338274483221557,0.6388361596708606,0.3194180798354303,0.5169137241610778,0.09299999999999997
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.14,4.311928702837593,0.4857602978795368,1.092840094240091,0.6150989651996642,0.3075494825998321,0.5464200471200455,0.10699999999999932
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.15,3.920098664352596,0.40437768866451307,0.9830880807961575,0.6137035500025482,0.3068517750012741,0.49154404039807875,0.0940000000000003
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.16,4.0340718266158575,0.431429414115815,1.0738964042035437,0.6485892706635557,0.3242946353317778,0.5369482021017719,0.10200000000000031
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.17,4.421479096874828,0.4925640128689854,1.0869092645507048,0.608094801615723,0.3040474008078615,0.5434546322753524,0.10899999999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.18,4.2849549412891355,0.4831783828008697,1.1460023158029415,0.653214801629617,0.3266074008148085,0.5730011579014708,0.09499999999999975
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.19,3.935672746448863,0.4099385545510129,1.0041989455660225,0.6222096177639348,0.3111048088819674,0.5020994727830113,0.08499999999999996
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.20,3.755835142219034,0.365452597456084,0.9770362891818732,0.63513910771744575,0.3175695538587229,0.4885181445909366,0.09499999999999975
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.21,4.157645784795924,0.4582222974487298,1.075148006177081,0.6386435867927883,0.31932179339639416,0.5375740030885405,0.09800000000000075
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.22,3.6446732622757922,0.35346346234689524,0.9212918139507226,0.6192512636421291,0.30962563182106456,0.4606459069753613,0.09499999999999975
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.23,4.631423523249865,0.5439588996192387,1.1922507541742826,0.6499778840566547,0.32498894202832734,0.5961253770871413,0.08800000000000008
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.24,4.84706188651535,0.5709742173119038,1.2258038031962737,0.6399438127700562,0.3199719063850281,0.6129019015981368,0.09899999999999931
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.25,4.165749543326645,0.47597503269499336,1.038623390976403,0.615887260845503,0.3079436304227515,0.5193116954882016,0.09700000000000042
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.26,3.9706876568511613,0.4220321462487016,0.9503045914831396,0.5978893710625408,0.2989446855312704,0.4751522957415698,0.08699999999999974
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.27,4.198456458597972,0.44902454051564306,1.0692199063715055,0.62952312785122,0.31476156392561,0.5346099531857528,0.08499999999999996
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.28,3.7088466821193156,0.41066235779721694,0.9811474207062559,0.597718254812068,0.298859127406034,0.49057371035312797,0.09200000000000053
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_15/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 15)",20,15,0.01,2,20,100000,1,plug-in,r1.29,3.6190886995249323,0.36562886252499016,0.986092675755608,0.6322956354625104,0.3161478177312552,0.493046337877804,0.09399999999999942
